Order,Superfamily,Family,subfamily,Tribe,Genus,species,animal,type,colony.size.data,sample.size,number.references,colony.size,Reference,colony.size.FG,Sample.Size.FG,CS.lit.search,SS.lit.search,Reference,SD,Min,Max,social.parasite,polyandry,eff.mating.freq,eff.mating.freq.MEAN.harmonic,eff.mating.freq.MEAN.arithmetic,polyandry.clean,polygyny,number.queens,number.queens.MEAN,polygyny.clean,lowrelated,lowrelated.clean,Type of data,Method of data collection,Reference,Notes on mating structure,Q.policing,W.policing,W.policing.clean,Worker.sons,Worker.sons.clean,Reference,Selfish policing,Reference,Caste1,Caste2,Caste3,physical.worker.castes.clean,physical.worker.castes.clean.Wilson,Notes,Reference,Q_W.polymorph,Reference,"Behav.castes (0-none, 1-age polethism, 2-behavioural)",Reference,Continuous.size.based.behavioural.castes (different sized workers do different things but size variation is continous with single peak),Reference,Polymorphic,animal,Voucher,Queen_HW_mean,SD,Sample_size,Reference,Notes,Raw_Data,Total_N_Studies,Dimorphic_castes,Voucher,Minor_mean,SD,Sample_size,Reference,Notes,Raw_Data,Total_N_Studies,Voucher,Worker_HW_mean,Sample_size,SD,Reference,Notes,Raw_Data,Min,Max,Total_N_Studies
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,impressus,Camponotus_impressus,ant,250 n=1,1,1,250,"King & Porter, 2007",250,1,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,2,2,2,2,2,"Simoes et al., 2016 - (citing Walker & Stamps, 1986 - 2 physcial subcastes.); Traniello & Beshers, 1991 - (Dimorphic)","Walker&Stamps, 1986; Holldobler&Wilson, 1990; Traniello & Beshers, 1991",,,2,,,,,Camponotus_impressus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,inquilinus,Camponotus_inquilinus,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,"Laciny et al., 2019 - (Describes and displays picture of minor and major worker.)","Laciny et al., 2019",,,,,,,,Camponotus_inquilinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,japonicus,Camponotus_japonicus,ant,,,,,,,,,,,,,,,0,,,,,0,,,,0,,c - descriptive,,"Zhou et al., 2018 (Citing Wang & Wu, 1992)","Zhou et al., 2018 (Citing Wang & Wu, 1992 - Describes as monogamous with single dealate queen.)",,,,,,,,,2,2,2,,,"Zhou et al., 2018 - (Describes major and minor castes. Head width: minor - 2.16 +- 0.26mm; major - 3.52 +- 0.03mm.","Zhou et al., 2018",,,,,,,,Camponotus_japonicus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,laevigatus,Camponotus_laevigatus,ant,1000 n=1,1,1,1000,"Akre et al., 1994",1250,2,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_laevigatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,lateralis,Camponotus_lateralis,ant,1000,1,1,1000,Globalants.org,,,,,,,,,0,NA,,,,NA,0,,,0,0,0,,,Hughes et al. 2008,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_lateralis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,ligniperda,Camponotus_ligniperda,ant,"5500 n=unknown - Jaffe et al., 2012 (citing Gadau personal communication)",1,1,5500,"Jaffe et al., 2012 (citing Gadau personal communication)",3.5,1,,,,,,,0,0,"1.02 n=61 (harmonic) - Jaffe et al., 2012 + 1 - Hughes et al., 2008",1.02,,0,1,"2.9 n=21 - Jaffe et al., 2012 + several - Hughes et al., 2008",2.9,1,1,1,"Starr method - Jaffe et al., 2012","DNA Microsatellite markers - Jaffe et al., 2012","Hughes et al. 2008 - (citing Gertsch et al., 1995); Jaffe et al., 2012 (Gadau et al., 1998; Gadau personal communication)","Jaffe et al., 2012 (Gadau et al., 1998; Gadau personal communication - Kobs = 1.02, effective paternity frequency = 1.02, Starr method, mean number of workers analysed per colony = 13, mean queen number = 2.9. Number of queens analysed = 61. Only 1/61 of the queens was found to be doubly mated. n=21 colonies studied for queen number - 8/21 were polygynous.)",,,,,,,,,2,NA,NA,2,2,"Laciny et al., 2017 - (Strongly polymorphic along a continuous series with a wide range of worker sizes - don't know if allometry is present)","Wilson, 1978",,,1,"Holldobler&Wilson, 1990",,,,Camponotus_ligniperda,"CASENT0173174, FMNHINS0000045795",3.3815,0.358503138,2,AntWeb,,"3.128, 3.635",1,,,,,,,,,,"CASENT0173649, CASENT0179919, CASENT0249992, CASENT0909956",2.82325,4,0.679615271,AntWeb,,"2.477, 3.798, 2.266, 2.752",2.266,3.798,1
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,linnaei,Camponotus_linnaei,ant,,,,,,,,,,,,,,0,NA,,,,NA,1,,,1,1,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_linnaei,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Camponotus_maculatus,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,,2,"Mazurkiewicz et al., 2016 - (Describes 3 subcastes which behave differently - predation carried out mainly by medias, while minors rarely carry out predation, while majors play a defensive role and rarely leave the colony. Create size boundaries but these could be arbitrary. Majors can be distinguished from medias by their particularly large heads - this suggests that this species has a major caste but with a polymorphic minor caste.)","Wilson, 1978; Mazurkiewicz et al., 2016",,,2,,,,,Camponotus_maculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,modoc,Camponotus_modoc,ant,16825.25 n=20,20,1,16825.25,"Akre et al., 1994",18405,21,,,,,,,0,NA,,,,NA,1,,,1,1,1,,,"Akre et al., 1994",,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,mucronatus,Camponotus_mucronatus,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_mucronatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,mus,Camponotus_mus,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,"Josens et al., 2018 - (Classification system could be performed by observation. Confirmed by weighing the chosen ants which yielded clear differences invalues: 5.3 +-0.48 n=11 and 17.41 +-0.71 n=10 for minors and majors. Classifies subcastes as minors and majors. Collected data on head width but not made available. Ant weight data available.); Josens, 2002 - (Describes species as polymorphic with monophasic allometry. Great variation in body size can be found. Allometry between head width and pronotum width. Pronotum width varied allometrically with weight.)","Josens et al., 2018",,,,,,,,Camponotus_mus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,nawai,Camponotus_nawai,ant,0-600 based on bar plot,1,1,300,"Satoh, 1989",,,,,"Satoh, 1989",,0,600,0,0,"1 - Hughes et al., 2008",1,1,0,0,"1 - Hughes et al., 2008",1,0,0,0,,DNA Microsatellite,Hughes et al. 2008,"Hughes et al., 2008 - (citing Satoh et al., 1997 - Monandrous: high worker nestmate relatedness. All nestmate workers shared most of the bands which were considered to have derived from a male.)",,,,,,,,,2,2,2,2,2,"Satoh, 1989 - (Workers show almost complete dimorphism and bimodal size distribution. Describes as minors and majors.); Shiroto et al., 2011 - (Body size dimorphism among workers)","Satoh, 1989; Shiroto et al., 2011",,,2,,,,,Camponotus_nawai,,,,,,,,,1,"CASENT0905457, CASENT0911663",0.9145,0.012020815,2,AntWeb,,"0.923, 0.906",1,"CASENT0905457, CASENT0911663, CASENT0911662",1.091333333,3,0.306402241,AntWeb,,"0.923, 0.906, 1.445",0.906,1.445,1
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,nearcticus,Camponotus_nearcticus,ant,69 n=1,1,1,69,"Geraghty et al., 2007",70,1,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_nearcticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,noveboracensis,Camponotus_noveboracensis,ant,"10000 n=2 + 8900 n=1 - Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",3,2,9633.33,"Akre et al., 1994; Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",10833.33,3,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,2,2,2,2,2,"Gibson, 1989 - (Description of species as polymorphic with soldier subcaste.)","Wilson, 1978; Gibson, 1989",,,2,,,,,Camponotus_noveboracensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,obscuripes,Camponotus_obscuripes,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,"Watanabe et al., 2017 - (Citing Terayama, 1999 - Monophasic allometry among adult workers. Suggest that the nanitics make up a distinct morphological caste that have different allometric rules for several traits from those of other workers in the colony.)","Watanabe et al., 2017 - (Citing Terayama, 1999)",,,,,,,,Camponotus_obscuripes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,ocreatus,Camponotus_ocreatus,ant,,,,,,,,,,,,,,0,0,"1.25 (unknown) - Hughes et al., 2008",1.25,1.25,0,1,"1.06 - Hughes et al., 2008",1.06,1,1,1,,,Hughes et al. 2008,,,,,0,0,"Wenseleers&Ratnieks, 2006",,,2,2,2,2,2,"Busher et al., 1985 - (Citing Lamon & Topoff, 1981 - Classifies as having majors.)","Wilson, 1978; Busher et al., 1985 - (Citing Lamon & Topoff, 1981)",,,2,,,,,Camponotus_ocreatus,,,,,,,,,1,"CASENT0280036, CASENT0102778",2.1655,1.08965155,2,AntWeb,,"2.936, 1.395",1,"CASENT0005348, CASENT0280035, CASENT0280036, CASENT0905194, FMNHINS0000062299, CASENT0102777, CASENT0102778",2.969428571,7,1.106121581,AntWeb,,"4.138, 3.987, 1.395, 2.078, 2.227, 4.025, 2.936",1.395,4.138,1
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,papua,Camponotus_papua,ant,300 n=1,1,1,300,"Holldobler&Wilson, 1990",,,,,,,,,0,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_papua,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,pennsylvanicus,Camponotus_pennsylvanicus,ant,"1975 n=4 + 2222 n=1 + 2200 n=unknown - Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",5,2,2024.4,"Akre et al., 1994; Geraghty et al., 2007; Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",2083.13,8,,,,,,,0,NA,,,,NA,0,,,0,0,0,,,"Akre et al., 1994",,,,,,,,,,2,2,1,2,2,"Wills et al., 2018 - (Monophasic allometry - citing Fowler, 1986.)","Holldobler&Wilson, 1990",,,2,,,,,Camponotus_pennsylvanicus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,piceus,Camponotus_piceus,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_piceus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,pilicornis,Camponotus_pilicornis,ant,1000,1,1,1000,Globalants.org,,,,,,,,,0,NA,,,,NA,0,,,0,0,0,,,Hughes et al. 2008,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_pilicornis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,reburrus,Camponotus_reburrus,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,"Mackay & Barriga, 2012 - (Monomorphic worker caste. Unusual in the genus for lacking a major caste.)","Mackay & Barriga, 2012",,,,,,,,Camponotus_reburrus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,rectangularis,Camponotus_rectangularis,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_rectangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,rufipes,Camponotus_rufipes,ant,509 n=1,1,1,509,"Diniz-Filho et al., 1994",,,,,,,,,,0,1,1,1,0,0,1,1,0,0,0,,Genetic,"de Castro Morini et al., 2013","de Castro Morini et al., 2013 - (Genetic study using DNA RAPD markers. 108 worker used from N=6 nests. Results suggest that nests formed by a single, once-mated queen as genetic differentiation was low between ant workers within the same nest.)",,,,,,,,,2,2,2,,,"Diniz-Filho et al., 1994 - (Morphometric analysis with size-frequency analysis. N=509 workers, representing all workers from a single nest. Nearly complete break in size-frequency plot with allometric growth. Classed as diphasic allometry.); Simoes et al., 2016 - (citing Jaffe & Sanches, 1984 - 2 worker subcastes.)","Diniz-Filho et al., 1994; Simoes et al., 2016 - (citing Jaffe & Sanches, 1984)",,,,,,,,Camponotus_rufipes,,,,,,,,,1,"CASENT0249361, CASENT0905367, CASENT0910359, FMNHINS0000062988",1.67475,0.302669649,4,AntWeb,,"1.359, 1.764, 2.054, 1.522",1,"CASENT0249361, CASENT0249362, CASENT0905367, CASENT0910359, FMNHINS0000062988, CASENT0173444, CASENT0905366, CASENT0910358, CASENT0911814",2.935888889,9,1.255256791,AntWeb,,"1.359, 3.428, 1.764, 2.054, 1.522, 3.973, 3.557, 4.187, 4.579",1.359,4.579,1
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,salvini,Camponotus_salvini,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_salvini,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sanctaefidei,Camponotus_sanctaefidei,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_sanctaefidei,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sericeiventris,Camponotus_sericeiventris,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,"Laciny et al., 2017 - (Strongly polymorphic along a continuous series with a wide range of worker sizes); Simoes et al., 2016 - (citing Busher et al., 1985 - 3 worker subcastes.); Busher et al., 1985 - (Strongly polymorphic along a continuous series with a wide range of worker sizes. Clearly bimodal size-frequency distribution, with small number of intermediates. Large head size range from 1.6-5.2mm. Regressions show allometric relationships between head width-total body length, head width-pronotal length. Each curve charaterised by two distinct segments, and therefore allometry in these body parts is diphasic (different slopes between head width-body length; same slope but different y-intercepts for head width-pronotal length). Behavioural analysis reveals division of labour among three physical worker castes. the differences in the behavioural repertories of each of the castes are statistically significant.)","Busher et al., 1985; Holldobler&Wilson, 1990",,,2,,,,,Camponotus_sericeiventris,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sericeus,Camponotus_sericeus,ant,"400-800 range (median value = 600) + 250 n=unknown - Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",2,2,425,"Mysore et al., 2009 - (citing Basalingappa et al., 1986); Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,"Mysore et al., 2009 - (Presence of 2 distinct castes with non overlapping size ranges in bimodal size-frequency distribution.)","Mysore et al., 2009",,,,,,,,Camponotus_sericeus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sexguttatus,Camponotus_sexguttatus,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_sexguttatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,singularis,Camponotus_singularis,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,"Laciny et al., 2019 - (Describes and displays picture of minor and major worker.); Laciny et al., 2016 - (Species with clear worker dimorphism, most apparently characterized by the size and shape of the head. Without the occurrence of intermediate phenotypes.)","Laciny et al., 2019; Laciny et al., 2016",,,,,,,,Camponotus_singularis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,socius,Camponotus_socius,ant,"350 n=1 + 296 range 2-590 n=13 - Burchill & Moreau, 2016 - (citing Tschinkel, 2005) + 335 range 70-600 - Tschinkel, 2011",15,3,302.2,"King & Porter, 2007; Burchill & Moreau, 2016 - (citing Tschinkel, 2005)",335,1,,,,,,,0,NA,,,,NA,"0 - Laskis & Tshinkel, 2009",,,NA,0,,c - qualitative description,,"Laskis & Tschinkel, 2009 (citing Holldobler, 1971 + Tschinkel, 2005 needs to be checked)",,,,,,,,,,2,2,2,3,3,"Tschinkel, 2005 - (Polymorphic workers with clearly distinguishable minor and major castes. Worker size distributions clearly bimodal: minors=1.2-2mm and majors=2.2-3.2mm. Intermediate individuals could not be easily assigned to either major or minor subcastes.)","Holldobler&Wilson, 1990; Tschinkel, 2005",,,2,,,,,Camponotus_socius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,solon,Camponotus_solon,ant,,,,,,,,,,,,,,0,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_solon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sp_4,Camponotus_sp_4,ant,,,,,,1126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camponotus_sp_4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sp.1,Camponotus_sp.1,ant,"31 n=unknown - Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",,1,31,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camponotus_sp.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sp.2,Camponotus_sp.2,ant,"80 n=unknown - Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",,1,80,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camponotus_sp.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sp7,Camponotus_sp7,ant,,,,,,,,,,,,,,0,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_sp7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sp8,Camponotus_sp8,ant,,,,,,,,,,,,,,0,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_sp8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sp9,Camponotus_sp9,ant,,,,,,,,,,,,,,0,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_sp9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,striatus,Camponotus_striatus,ant,,,,,,,,,,,,,,0,NA,,,,NA,1,,,1,1,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_striatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,subbarbatus,Camponotus_subbarbatus,ant,3560 n=1,1,1,3560,"Geraghty et al., 2007",,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_subbarbatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,sylvaticus,Camponotus_sylvaticus,ant,,,,,,,,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_sylvaticus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,truncatus,Camponotus_truncatus,ant,"50 n=unknown - Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",,1,50,"Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",50,1,,,,,,,0,NA,,,,NA,0,,,0,0,,,,,,,,,,,,,,,,,2,2,,"Wilson, 1978",,,2,,,,,Camponotus_truncatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,vagus,Camponotus_vagus,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,"Simoes et al., 2016 - (citing Bonavita-Cougourdan et al., 1990 + Bonavita-Cougourdan et al., 1993 - 2 worker subcastes.)","Wilson, 1978; Simoes et al., 2016 - (citing Bonavita-Cougourdan et al., 1990 + Bonavita-Cougourdan et al., 1993)",,,2,,,,,Camponotus_vagus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,vicinus,Camponotus_vicinus,ant,21678.86 n=8,8,1,21678.86,"Akre et al., 1994",24825.67,9,,,,,,,0,NA,,,,NA,1,,,1,1,1,,,"Akre et al., 1994",,,,,,,,,,2,2,2,2,2,"Busher et al., 1985 - (Citing Lamon & Topoff, 1981 - Classifies as having majors.)","Wilson, 1978; Busher et al., 1985 - (Citing Lamon & Topoff, 1981)",,,2,,,,,Camponotus_vicinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,vitreus,Camponotus_vitreus,ant,"4000 n=1 + 8000 n=1 - Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",2,2,6000,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",,,,,,,,,0,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,2,2,2,2,2,"Klimes & McArthur, 2014 - (Classify as phragmotic - major workers blocking the nest entrances using their flattened cork-shaped heads.)","Wilson, 1978; Klimes & McArthur, 2014",,,2,,,,,Camponotus_vitreus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,yamaokai,Camponotus_yamaokai,ant,,,,,,,,,,,,,,,,,,,,1,2 n=NA,2,,1,,"c - don't know how number of reproductive queens was calculated (check Satoh, 1990 if not in Japanese)",,"Shiroto et al., 2014 (citing Satoh, 1990)","On average 2 queens per colony, range 0-46 (citing Satoh, 1990), 11.6% queenless 18.4% monogynous 70% polygynous (14.9% two queens, 55.1% more than two queens); Sanada et al., 1997 - (Polygynous species with dozens of queens, all which have matured ovaries.)",,,,,,,,,2,2,2,,,"Sanada et al., 1997 - (Dimorphic workers. Major workers perform tropholaxis when colony members are starved.); Shiroto et al., 2014 - (Size distribution of workers is bimodal. Workers of intermediate size are rare. Majors may serve as honeypots and trophallaxis was observed with transfer to queens); Shiroto et al., 2011 - (Body size dimorphism among workers)","Satoh, 1990; Sanada et al., 1997; Shiroto et al., 2014; Shiroto et al., 2011",,,,,,,,Camponotus_yamaokai,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus - Camponotus (Tanaemyrmex) conspicuus inaequalis/ possibly Camponotus (Tanaemyrmex) tortuganus,inaequalis,Camponotus_inaequalis,ant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,"Wilson, 1953 - (Complete dimorphism.)","Wilson, 1953",,,,,,,,Camponotus_inaequalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
